File,Type,Name,Alias,Country
EU1,Individual,Abdul Hai Hazem Abdul Qader,Abdul Hai Hazem,AFGHANISTAN
EU1,Individual,"Agha, Abdul Rahman",No Alias,AFGHANISTAN
EU1,Individual,Sayed Mohammad Azim Agha,Sayed Mohammad Azim Agha,AFGHANISTAN
EU1,Individual,Sayed Mohammad Azim Agha,Agha Saheb,AFGHANISTAN
EU1,Individual,Sayyed Ghiassouddine Agha,Sayed Ghias,AFGHANISTAN
EU1,Individual,Sayyed Ghiassouddine Agha,Sayed Ghiasuddin Sayed Ghousuddin,AFGHANISTAN
EU1,Individual,Sayyed Ghiassouddine Agha,Sayyed Ghayasudin,AFGHANISTAN
EU1,Individual,Mohammad Ahmadi,No Alias,AFGHANISTAN
EU1,Individual,Haji Ahmad Jan,Ahmed Jan Akhund,AFGHANISTAN
EU1,Individual,Haji Ahmad Jan,Ahmed Jan Akhundzada Wazir,AFGHANISTAN
EU1,Individual,Mohammad Essa Akhund,No Alias,AFGHANISTAN
EU1,Individual,Attiqullah Akhund,No Alias,AFGHANISTAN
EU1,Individual,Akhund,Shahidwror,AFGHANISTAN
EU1,Individual,Akhund,Allahdad,AFGHANISTAN
EU1,Individual,Akhund,Allah Dad Matin,AFGHANISTAN
EU1,Individual,Ubaidullah Akhund Yar Mohammed Akhund,Obaidullah Akhund,null
EU1,Individual,Ubaidullah Akhund Yar Mohammed Akhund,Obaid Ullah Akhund,AFGHANISTAN
EU1,Individual,Mohammad Abbas Akhund,No Alias,AFGHANISTAN
EU1,Individual,Aminullah Amin Quddus,Muhammad Yusuf,AFGHANISTAN
EU1,Individual,Aminullah Amin Quddus,Aminullah Amin,AFGHANISTAN
EU1,Individual,Nazirullah Hanafi Waliullah,Nazirullah Aanafi Waliullah,AFGHANISTAN
EU1,Individual,Muhammad Taher Anwari,Mohammad Taher Anwari,AFGHANISTAN
EU1,Individual,Muhammad Taher Anwari,Mohammad Tahre Anwari,AFGHANISTAN
EU1,Individual,Muhammad Taher Anwari,Haji Mudir,AFGHANISTAN
EU1,Individual,Muhammad Taher Anwari,Muhammad Tahir Anwari,AFGHANISTAN
EU1,Individual,Arefullah Aref Ghazi Mohammad,Arefullah Aref,AFGHANISTAN
EU1,Individual,Sayed Esmatullah Asem Abdul Quddus,Asmatullah Asem,AFGHANISTAN
EU1,Individual,Sayed Esmatullah Asem Abdul Quddus,Sayed Esmatullah Asem,AFGHANISTAN
EU1,Individual,Sayed Esmatullah Asem Abdul Quddus,Esmatullah Asem,AFGHANISTAN
EU1,Individual,Atiqullah Wali Mohammad,Atiqullah,AFGHANISTAN
EU1,Individual,Azizirahman Abdul Ahad,No Alias,AFGHANISTAN
EU1,Individual,Abdul Baqi Basir Awal Shah,Abdul Baqi,AFGHANISTAN
EU1,Individual,Abdul Ghani Baradar,Mullah Baradar Akhund,AFGHANISTAN
EU1,Individual,Abdul Ghani Baradar,Abdul Ghani Baradar Abdul Ahmad Turk,AFGHANISTAN
EU1,Individual,Zakir,Abdul Bari Akhund,AFGHANISTAN
EU1,Individual,Zakir,Haji Mullah Sahib,AFGHANISTAN
EU1,Individual,Shahabuddin Delawar,No Alias,AFGHANISTAN
EU1,Individual,Ehsanullah Sarfida Hesamuddin Akhundzada,Ehsanullah Sarfadi,AFGHANISTAN
EU1,Individual,Ehsanullah Sarfida Hesamuddin Akhundzada,Ehsanullah Sarfida,AFGHANISTAN
EU1,Individual,Mohammad Azam Elmi,Muhammad Azami,AFGHANISTAN
EU1,Individual,Mohammad Ishaq Akhund,Mohammad Eshaq Akhunzada,AFGHANISTAN
